"citizen_id","event_type","event_time"
"2693","Fine Issued","10/13/2016 6:26:40 AM"
"2694","Payment Attempted","10/26/2019 3:26:40 PM"
"2695","Accident Logged","9/20/2021 1:26:40 AM"
"2696","Investigation Opened","3/1/2024 5:26:40 PM"
"2697","Court Hearing","1/27/2017 9:26:40 AM"
"2698","Resolution Closed","3/2/2021 3:26:40 PM"
"2699","Citizen Birth","4/12/2018 12:26:40 AM"
"2700","NIDA Issued","1/4/2024 3:26:40 PM"
"2701","License Issued","6/24/2026 10:26:40 AM"
"2702","Vehicle Purchase","7/11/2023 8:26:40 PM"
"2703","Insurance Activated","7/20/2021 11:26:40 AM"
"2704","Fine Issued","7/9/2022 9:26:40 AM"
"2705","Payment Attempted","12/4/2022 9:26:40 AM"
"2706","Accident Logged","1/11/2020 7:26:40 PM"
"2707","Investigation Opened","5/8/2020 12:26:40 AM"
"2708","Court Hearing","11/21/2019 9:26:40 PM"
"2709","Resolution Closed","12/1/2021 12:26:40 AM"
"2710","Citizen Birth","8/8/2023 10:26:40 PM"
"2711","NIDA Issued","10/3/2025 12:26:40 PM"
"2712","License Issued","8/13/2024 3:26:40 PM"
"2713","Vehicle Purchase","1/22/2018 12:26:40 AM"
"2714","Insurance Activated","6/23/2025 7:26:40 PM"
"2715","Fine Issued","10/21/2019 11:26:40 AM"
"2716","Payment Attempted","9/12/2018 9:26:40 PM"
"2717","Accident Logged","7/30/2020 2:26:40 AM"
"2718","Investigation Opened","5/25/2019 4:26:40 PM"
"2719","Court Hearing","6/25/2020 2:26:40 AM"
"2720","Resolution Closed","5/11/2025 6:26:40 AM"
"2721","Citizen Birth","6/22/2019 4:26:40 PM"
"2722","NIDA Issued","9/1/2022 8:26:40 PM"
"2723","License Issued","10/15/2019 5:26:40 PM"
"2724","Vehicle Purchase","2/24/2026 6:26:40 PM"
"2725","Insurance Activated","5/6/2023 7:26:40 AM"
"2726","Fine Issued","11/24/2023 9:26:40 PM"
"2727","Payment Attempted","11/19/2025 1:26:40 PM"
"2728","Accident Logged","2/24/2020 5:26:40 AM"
"2729","Investigation Opened","1/18/2019 7:26:40 PM"
"2730","Court Hearing","9/23/2019 5:26:40 AM"
"2731","Resolution Closed","10/19/2018 12:26:40 PM"
"2732","Citizen Birth","5/27/2023 9:26:40 PM"
"2733","NIDA Issued","9/25/2024 4:26:40 AM"
"2734","License Issued","10/4/2016 12:26:40 AM"
"2735","Vehicle Purchase","3/7/2020 9:26:40 AM"
"2736","Insurance Activated","12/23/2017 4:26:40 AM"
"2737","Fine Issued","3/15/2024 4:26:40 AM"
"2738","Payment Attempted","4/18/2019 11:26:40 PM"
"2739","Accident Logged","11/7/2021 4:26:40 PM"
"2740","Investigation Opened","1/4/2026 4:26:40 AM"
"2741","Court Hearing","7/17/2023 8:26:40 PM"
"2742","Resolution Closed","4/14/2024 6:26:40 PM"
"2743","Citizen Birth","5/12/2020 1:26:40 AM"
"2744","NIDA Issued","5/26/2022 2:26:40 PM"
"2745","License Issued","1/31/2020 7:26:40 PM"
"2746","Vehicle Purchase","4/11/2017 8:26:40 AM"
"2747","Insurance Activated","7/7/2020 10:26:40 AM"
"2748","Fine Issued","4/28/2023 12:26:40 PM"
"2749","Payment Attempted","10/27/2022 11:26:40 AM"
"2750","Accident Logged","3/1/2023 8:26:40 PM"
"2751","Investigation Opened","9/13/2019 4:26:40 PM"
"2752","Court Hearing","12/8/2016 1:26:40 AM"
"2753","Resolution Closed","5/11/2024 6:26:40 AM"
"2754","Citizen Birth","2/14/2024 12:26:40 PM"
"2755","NIDA Issued","7/26/2025 3:26:40 AM"
"2756","License Issued","9/23/2019 7:26:40 AM"
"2757","Vehicle Purchase","5/1/2021 9:26:40 PM"
"2758","Insurance Activated","12/7/2017 2:26:40 AM"
"2759","Fine Issued","3/22/2020 3:26:40 PM"
"2760","Payment Attempted","12/5/2017 12:26:40 PM"
"2761","Accident Logged","12/16/2018 4:26:40 AM"
"2762","Investigation Opened","8/28/2019 7:26:40 AM"
"2763","Court Hearing","11/29/2025 1:26:40 PM"
"2764","Resolution Closed","10/11/2020 2:26:40 AM"
"2765","Citizen Birth","10/12/2017 12:26:40 PM"
"2766","NIDA Issued","4/28/2026 7:26:40 PM"
"2767","License Issued","3/3/2023 7:26:40 PM"
"2768","Vehicle Purchase","7/9/2021 6:26:40 PM"
"2769","Insurance Activated","1/19/2021 11:26:40 AM"
"2770","Fine Issued","9/22/2022 8:26:40 PM"
"2771","Payment Attempted","11/9/2025 7:26:40 PM"
"2772","Accident Logged","10/6/2019 11:26:40 PM"
"2773","Investigation Opened","9/16/2017 12:26:40 PM"
"2774","Court Hearing","6/3/2021 6:26:40 AM"
"2775","Resolution Closed","7/28/2025 7:26:40 AM"
"2776","Citizen Birth","5/9/2024 5:26:40 PM"
"2777","NIDA Issued","1/25/2026 9:26:40 PM"
"2778","License Issued","2/4/2019 9:26:40 PM"
"2779","Vehicle Purchase","5/18/2026 11:26:40 AM"
"2780","Insurance Activated","11/9/2023 11:26:40 PM"
"2781","Fine Issued","6/12/2021 9:26:40 AM"
"2782","Payment Attempted","8/18/2016 3:26:40 AM"
"2783","Accident Logged","4/15/2024 6:26:40 AM"
"2784","Investigation Opened","2/28/2019 9:26:40 AM"
"2785","Court Hearing","8/9/2016 2:26:40 AM"
"2786","Resolution Closed","5/18/2019 3:26:40 PM"
"2787","Citizen Birth","3/17/2023 1:26:40 AM"
"2788","NIDA Issued","7/6/2018 3:26:40 AM"
"2789","License Issued","4/13/2021 2:26:40 AM"
"2790","Vehicle Purchase","8/28/2024 3:26:40 AM"
"2791","Insurance Activated","6/1/2023 9:26:40 PM"
"2792","Fine Issued","9/27/2024 1:26:40 PM"
"2793","Payment Attempted","12/24/2019 12:26:40 AM"
"2794","Accident Logged","5/25/2021 12:26:40 PM"
"2795","Investigation Opened","6/28/2018 8:26:40 AM"
"2796","Court Hearing","9/28/2020 5:26:40 PM"
"2797","Resolution Closed","4/10/2020 9:26:40 AM"
"2798","Citizen Birth","4/21/2026 6:26:40 AM"
"2799","NIDA Issued","12/26/2020 10:26:40 PM"
"2800","License Issued","10/17/2024 2:26:40 PM"
"2801","Vehicle Purchase","5/25/2025 8:26:40 PM"
"2802","Insurance Activated","5/28/2025 1:26:40 PM"
"2803","Fine Issued","2/19/2023 9:26:40 PM"
"2804","Payment Attempted","4/19/2023 3:26:40 PM"
"2805","Accident Logged","11/28/2019 8:26:40 PM"
"2806","Investigation Opened","12/31/2016 3:26:40 PM"
"2807","Court Hearing","7/12/2019 7:26:40 AM"
"2808","Resolution Closed","9/21/2025 8:26:40 AM"
"2809","Citizen Birth","9/7/2018 4:26:40 AM"
"2810","NIDA Issued","11/16/2020 12:26:40 PM"
"2811","License Issued","6/21/2020 12:26:40 PM"
"2812","Vehicle Purchase","11/18/2024 9:26:40 AM"
"2813","Insurance Activated","9/6/2019 7:26:40 AM"
"2814","Fine Issued","6/7/2025 12:26:40 AM"
"2815","Payment Attempted","6/27/2023 4:26:40 PM"
"2816","Accident Logged","12/22/2019 7:26:40 AM"
"2817","Investigation Opened","5/21/2025 10:26:40 PM"
"2818","Court Hearing","7/26/2025 2:26:40 PM"
"2819","Resolution Closed","12/22/2022 12:26:40 AM"
"2820","Citizen Birth","10/1/2021 4:26:40 AM"
"2821","NIDA Issued","2/17/2026 1:26:40 PM"
"2822","License Issued","6/18/2024 2:26:40 AM"
"2823","Vehicle Purchase","11/11/2025 12:26:40 PM"
"2824","Insurance Activated","12/18/2016 7:26:40 PM"
"2825","Fine Issued","6/25/2017 9:26:40 AM"
"2826","Payment Attempted","5/17/2023 11:26:40 PM"
"2827","Accident Logged","8/27/2017 1:26:40 AM"
"2828","Investigation Opened","12/23/2024 3:26:40 AM"
"2829","Court Hearing","10/13/2022 5:26:40 AM"
"2830","Resolution Closed","2/2/2025 2:26:40 AM"
"2831","Citizen Birth","10/31/2022 9:26:40 AM"
"2832","NIDA Issued","5/29/2022 9:26:40 AM"
"2833","License Issued","10/13/2017 11:26:40 AM"
"2834","Vehicle Purchase","6/4/2020 2:26:40 AM"
"2835","Insurance Activated","12/8/2016 1:26:40 AM"
"2836","Fine Issued","9/17/2019 10:26:40 PM"
"2837","Payment Attempted","8/11/2019 11:26:40 PM"
"2838","Accident Logged","5/2/2018 1:26:40 PM"
"2839","Investigation Opened","12/10/2019 11:26:40 AM"
"2840","Court Hearing","6/29/2017 1:26:40 PM"
"2841","Resolution Closed","7/15/2025 8:26:40 PM"
"2842","Citizen Birth","2/20/2022 1:26:40 AM"
"2843","NIDA Issued","9/11/2022 2:26:40 AM"
"2844","License Issued","9/18/2024 1:26:40 PM"
"2845","Vehicle Purchase","11/3/2023 12:26:40 PM"
"2846","Insurance Activated","8/2/2022 3:26:40 AM"
"2847","Fine Issued","7/2/2024 4:26:40 AM"
"2848","Payment Attempted","7/1/2018 7:26:40 AM"
"2849","Accident Logged","9/18/2022 3:26:40 AM"
"2850","Investigation Opened","7/27/2022 4:26:40 AM"
"2851","Court Hearing","2/14/2024 4:26:40 PM"
"2852","Resolution Closed","6/15/2020 6:26:40 PM"
"2853","Citizen Birth","7/12/2023 11:26:40 AM"
"2854","NIDA Issued","8/21/2019 9:26:40 PM"
"2855","License Issued","8/12/2021 12:26:40 AM"
"2856","Vehicle Purchase","9/2/2020 9:26:40 PM"
"2857","Insurance Activated","3/6/2024 1:26:40 AM"
"2858","Fine Issued","9/15/2024 1:26:40 PM"
"2859","Payment Attempted","2/28/2021 6:26:40 AM"
"2860","Accident Logged","10/6/2020 6:26:40 PM"
"2861","Investigation Opened","7/12/2019 1:26:40 PM"
"2862","Court Hearing","6/24/2026 6:26:40 AM"
"2863","Resolution Closed","5/23/2017 9:26:40 PM"
"2864","Citizen Birth","3/14/2024 9:26:40 PM"
"2865","NIDA Issued","9/3/2020 2:26:40 PM"
"2866","License Issued","4/4/2022 11:26:40 PM"
"2867","Vehicle Purchase","8/1/2021 3:26:40 PM"
"2868","Insurance Activated","8/15/2020 10:26:40 PM"
"2869","Fine Issued","3/17/2017 12:26:40 PM"
"2870","Payment Attempted","5/1/2026 8:26:40 PM"
"2871","Accident Logged","9/14/2020 4:26:40 PM"
"2872","Investigation Opened","6/13/2023 10:26:40 AM"
"2873","Court Hearing","11/25/2023 11:26:40 AM"
"2874","Resolution Closed","9/27/2016 11:26:40 AM"
"2875","Citizen Birth","5/27/2026 9:26:40 AM"
"2876","NIDA Issued","4/18/2021 2:26:40 AM"
"2877","License Issued","11/10/2019 1:26:40 PM"
"2878","Vehicle Purchase","9/16/2021 10:26:40 PM"
"2879","Insurance Activated","10/12/2019 9:26:40 PM"
"2880","Fine Issued","9/25/2019 12:26:40 PM"
"2881","Payment Attempted","2/2/2020 4:26:40 AM"
"2882","Accident Logged","6/5/2017 3:26:40 PM"
"2883","Investigation Opened","5/17/2017 4:26:40 AM"
"2884","Court Hearing","8/30/2016 8:26:40 PM"
"2885","Resolution Closed","5/3/2019 2:26:40 PM"
"2886","Citizen Birth","8/1/2017 4:26:40 PM"
"2887","NIDA Issued","10/28/2025 7:26:40 AM"
"2888","License Issued","5/8/2026 8:26:40 AM"
"2889","Vehicle Purchase","7/13/2021 7:26:40 AM"
"2890","Insurance Activated","1/29/2018 8:26:40 AM"
"2891","Fine Issued","9/3/2021 12:26:40 AM"
"2892","Payment Attempted","9/14/2021 6:26:40 PM"
"2893","Accident Logged","3/14/2024 5:26:40 AM"
"2894","Investigation Opened","1/28/2019 4:26:40 PM"
"2895","Court Hearing","2/28/2024 5:26:40 AM"
"2896","Resolution Closed","2/13/2019 10:26:40 PM"
"2897","Citizen Birth","11/24/2024 4:26:40 AM"
"2898","NIDA Issued","12/9/2017 11:26:40 PM"
"2899","License Issued","10/23/2018 7:26:40 PM"
"2900","Vehicle Purchase","6/17/2026 6:26:40 AM"
"2901","Insurance Activated","4/19/2017 9:26:40 PM"
"2902","Fine Issued","10/27/2024 3:26:40 AM"
"2903","Payment Attempted","9/27/2025 1:26:40 PM"
"2904","Accident Logged","5/4/2024 6:26:40 PM"
"2905","Investigation Opened","10/12/2018 9:26:40 PM"
"2906","Court Hearing","3/27/2017 6:26:40 PM"
"2907","Resolution Closed","1/10/2020 4:26:40 PM"
"2908","Citizen Birth","1/26/2023 1:26:40 AM"
"2909","NIDA Issued","6/10/2019 1:26:40 AM"
"2910","License Issued","7/13/2021 2:26:40 PM"
"2911","Vehicle Purchase","4/13/2022 2:26:40 AM"
"2912","Insurance Activated","10/6/2023 7:26:40 PM"
"2913","Fine Issued","4/21/2026 9:26:40 PM"
"2914","Payment Attempted","3/30/2021 11:26:40 AM"
"2915","Accident Logged","6/1/2024 5:26:40 PM"
"2916","Investigation Opened","2/6/2024 10:26:40 AM"
"2917","Court Hearing","10/19/2025 2:26:40 PM"
"2918","Resolution Closed","10/2/2025 8:26:40 AM"
"2919","Citizen Birth","11/1/2024 3:26:40 AM"
"2920","NIDA Issued","3/24/2021 11:26:40 PM"
"2921","License Issued","5/14/2017 5:26:40 AM"
"2922","Vehicle Purchase","4/18/2017 2:26:40 PM"
"2923","Insurance Activated","3/30/2024 5:26:40 AM"
"2924","Fine Issued","9/13/2018 9:26:40 PM"
"2925","Payment Attempted","2/22/2018 7:26:40 PM"
"2926","Accident Logged","9/29/2019 9:26:40 PM"
"2927","Investigation Opened","10/20/2025 3:26:40 AM"
"2928","Court Hearing","11/19/2019 5:26:40 PM"
"2929","Resolution Closed","8/29/2024 6:26:40 PM"
"2930","Citizen Birth","4/14/2024 6:26:40 PM"
"2931","NIDA Issued","7/12/2023 12:26:40 AM"
"2932","License Issued","9/12/2022 5:26:40 AM"
"2933","Vehicle Purchase","4/25/2024 8:26:40 AM"
"2934","Insurance Activated","4/30/2021 11:26:40 AM"
"2935","Fine Issued","7/19/2020 1:26:40 AM"
"2936","Payment Attempted","3/16/2025 9:26:40 PM"
"2937","Accident Logged","11/7/2018 6:26:40 AM"
"2938","Investigation Opened","12/3/2017 2:26:40 AM"
"2939","Court Hearing","11/28/2022 8:26:40 PM"
"2940","Resolution Closed","3/25/2023 11:26:40 AM"
"2941","Citizen Birth","10/11/2019 7:26:40 AM"
"2942","NIDA Issued","1/31/2026 5:26:40 PM"
"2943","License Issued","1/16/2017 2:26:40 PM"
"2944","Vehicle Purchase","1/3/2018 12:26:40 PM"
"2945","Insurance Activated","8/22/2025 10:26:40 PM"
"2946","Fine Issued","3/13/2018 7:26:40 PM"
"2947","Payment Attempted","6/8/2026 11:26:40 AM"
"2948","Accident Logged","7/9/2025 7:26:40 PM"
"2949","Investigation Opened","11/17/2018 2:26:40 PM"
"2950","Court Hearing","1/16/2021 3:26:40 AM"
"2951","Resolution Closed","4/10/2020 11:26:40 AM"
"2952","Citizen Birth","9/4/2017 8:26:40 PM"
"2953","NIDA Issued","4/21/2022 4:26:40 AM"
"2954","License Issued","7/3/2019 9:26:40 AM"
"2955","Vehicle Purchase","11/17/2022 11:26:40 PM"
"2956","Insurance Activated","10/19/2023 4:26:40 PM"
"2957","Fine Issued","9/26/2023 12:26:40 AM"
"2958","Payment Attempted","2/12/2017 2:26:40 AM"
"2959","Accident Logged","8/22/2023 3:26:40 PM"
"2960","Investigation Opened","7/25/2024 10:26:40 PM"
"2961","Court Hearing","1/11/2025 4:26:40 PM"
"2962","Resolution Closed","6/23/2018 5:26:40 AM"
"2963","Citizen Birth","8/18/2021 7:26:40 PM"
"2964","NIDA Issued","11/21/2021 12:26:40 PM"
"2965","License Issued","7/31/2016 2:26:40 AM"
"2966","Vehicle Purchase","6/12/2021 6:26:40 PM"
"2967","Insurance Activated","12/25/2016 6:26:40 AM"
"2968","Fine Issued","1/17/2024 2:26:40 PM"
"2969","Payment Attempted","12/18/2024 8:26:40 PM"
"2970","Accident Logged","3/22/2024 3:26:40 PM"
"2971","Investigation Opened","11/11/2025 11:26:40 AM"
"2972","Court Hearing","9/28/2021 4:26:40 PM"
"2973","Resolution Closed","11/10/2024 5:26:40 AM"
"2974","Citizen Birth","10/1/2023 5:26:40 PM"
"2975","NIDA Issued","11/5/2016 12:26:40 PM"
"2976","License Issued","8/11/2023 8:26:40 AM"
"2977","Vehicle Purchase","9/25/2020 6:26:40 AM"
"2978","Insurance Activated","10/12/2025 10:26:40 AM"
"2979","Fine Issued","9/22/2025 3:26:40 PM"
"2980","Payment Attempted","4/20/2026 12:26:40 PM"
"2981","Accident Logged","2/22/2019 12:26:40 PM"
"2982","Investigation Opened","10/1/2016 6:26:40 AM"
"2983","Court Hearing","9/25/2017 4:26:40 PM"
"2984","Resolution Closed","4/13/2019 4:26:40 AM"
"2985","Citizen Birth","7/15/2025 5:26:40 AM"
"2986","NIDA Issued","7/12/2025 2:26:40 PM"
"2987","License Issued","7/24/2021 10:26:40 PM"
"2988","Vehicle Purchase","9/14/2022 2:26:40 AM"
"2989","Insurance Activated","7/31/2024 6:26:40 AM"
"2990","Fine Issued","8/23/2016 12:26:40 AM"
"2991","Payment Attempted","8/2/2023 1:26:40 PM"
"2992","Accident Logged","9/1/2017 5:26:40 AM"
"2993","Investigation Opened","9/5/2016 9:26:40 PM"
"2994","Court Hearing","6/27/2026 12:26:40 PM"
"2995","Resolution Closed","3/30/2026 1:26:40 AM"
"2996","Citizen Birth","6/17/2019 10:26:40 PM"
"2997","NIDA Issued","6/19/2021 11:26:40 PM"
"2998","License Issued","6/24/2026 3:26:40 AM"
"2999","Vehicle Purchase","7/23/2017 11:26:40 PM"
"3000","Insurance Activated","5/9/2018 9:26:40 PM"
"3001","Fine Issued","4/12/2022 6:26:40 AM"
"3002","Payment Attempted","12/7/2020 1:26:40 PM"
"3003","Accident Logged","2/9/2019 8:26:40 PM"
"3004","Investigation Opened","2/23/2021 5:26:40 AM"
"3005","Court Hearing","5/24/2019 1:26:40 PM"
"3006","Resolution Closed","12/26/2018 9:26:40 AM"
"3007","Citizen Birth","2/25/2019 4:26:40 PM"
"3008","NIDA Issued","12/29/2020 10:26:40 AM"
"3009","License Issued","12/13/2016 1:26:40 PM"
"3010","Vehicle Purchase","7/13/2025 11:26:40 PM"
"3011","Insurance Activated","9/14/2019 12:26:40 PM"
"3012","Fine Issued","1/28/2025 1:26:40 PM"
"3013","Payment Attempted","1/31/2022 4:26:40 PM"
"3014","Accident Logged","1/9/2024 6:26:40 AM"
"3015","Investigation Opened","1/30/2022 5:26:40 AM"
"3016","Court Hearing","10/16/2022 1:26:40 PM"
"3017","Resolution Closed","8/26/2023 8:26:40 PM"
"3018","Citizen Birth","6/2/2017 4:26:40 AM"
"3019","NIDA Issued","2/7/2024 7:26:40 AM"
"3020","License Issued","6/11/2022 10:26:40 PM"
"3021","Vehicle Purchase","3/19/2017 11:26:40 AM"
"3022","Insurance Activated","2/9/2025 3:26:40 AM"
"3023","Fine Issued","2/9/2021 3:26:40 PM"
"3024","Payment Attempted","8/24/2019 1:26:40 PM"
"3025","Accident Logged","4/9/2018 7:26:40 AM"
"3026","Investigation Opened","12/3/2023 7:26:40 AM"
"3027","Court Hearing","8/11/2023 11:26:40 PM"
"3028","Resolution Closed","8/2/2018 7:26:40 PM"
"3029","Citizen Birth","12/19/2016 2:26:40 PM"
"3030","NIDA Issued","11/1/2022 7:26:40 AM"
"3031","License Issued","9/17/2023 10:26:40 PM"
"3032","Vehicle Purchase","9/17/2019 7:26:40 PM"
"3033","Insurance Activated","4/5/2022 10:26:40 AM"
"3034","Fine Issued","9/10/2019 3:26:40 AM"
"3035","Payment Attempted","10/26/2018 12:26:40 AM"
"3036","Accident Logged","8/17/2019 11:26:40 AM"
"3037","Investigation Opened","5/12/2022 5:26:40 PM"
"3038","Court Hearing","10/12/2021 1:26:40 PM"
"3039","Resolution Closed","4/13/2019 10:26:40 AM"
"3040","Citizen Birth","12/11/2023 3:26:40 PM"
"3041","NIDA Issued","9/16/2016 10:26:40 PM"
"3042","License Issued","8/26/2023 11:26:40 PM"
"3043","Vehicle Purchase","7/13/2017 1:26:40 AM"
"3044","Insurance Activated","6/9/2021 11:26:40 AM"
"3045","Fine Issued","5/23/2019 12:26:40 AM"
"3046","Payment Attempted","3/10/2024 9:26:40 PM"
"3047","Accident Logged","7/14/2019 12:26:40 AM"
"3048","Investigation Opened","11/2/2024 8:26:40 PM"
"3049","Court Hearing","8/9/2024 6:26:40 PM"
"3050","Resolution Closed","7/20/2018 6:26:40 PM"
"3051","Citizen Birth","1/14/2026 9:26:40 PM"
"3052","NIDA Issued","1/14/2026 9:26:40 PM"
"3053","License Issued","10/1/2022 12:26:40 AM"
"3054","Vehicle Purchase","1/2/2020 5:26:40 PM"
"3055","Insurance Activated","3/13/2017 9:26:40 AM"
"3056","Fine Issued","3/24/2018 8:26:40 AM"
"3057","Payment Attempted","7/18/2021 5:26:40 PM"
"3058","Accident Logged","8/29/2025 12:26:40 PM"
"3059","Investigation Opened","3/11/2025 1:26:40 AM"
"3060","Court Hearing","1/15/2020 6:26:40 AM"
"3061","Resolution Closed","2/9/2022 1:26:40 PM"
"3062","Citizen Birth","5/30/2021 10:26:40 PM"
"3063","NIDA Issued","4/5/2025 4:26:40 AM"
"3064","License Issued","9/3/2024 7:26:40 AM"
"3065","Vehicle Purchase","10/1/2021 9:26:40 AM"
"3066","Insurance Activated","5/23/2020 5:26:40 AM"
"3067","Fine Issued","5/3/2025 4:26:40 PM"
"3068","Payment Attempted","12/6/2019 8:26:40 PM"
"3069","Accident Logged","9/28/2022 1:26:40 PM"
"3070","Investigation Opened","7/30/2016 8:26:40 PM"
"3071","Court Hearing","1/15/2020 12:26:40 PM"
"3072","Resolution Closed","2/6/2017 3:26:40 PM"
"3073","Citizen Birth","4/22/2021 4:26:40 AM"
"3074","NIDA Issued","9/6/2016 8:26:40 AM"
"3075","License Issued","1/10/2024 1:26:40 AM"
"3076","Vehicle Purchase","10/15/2022 11:26:40 AM"
"3077","Insurance Activated","2/16/2017 4:26:40 PM"
"3078","Fine Issued","1/25/2025 3:26:40 AM"
"3079","Payment Attempted","1/20/2017 5:26:40 PM"
"3080","Accident Logged","3/4/2023 4:26:40 AM"
"3081","Investigation Opened","8/27/2024 7:26:40 PM"
"3082","Court Hearing","11/17/2024 9:26:40 AM"
"3083","Resolution Closed","10/23/2022 4:26:40 PM"
"3084","Citizen Birth","5/9/2017 1:26:40 PM"
"3085","NIDA Issued","7/20/2016 7:26:40 PM"
"3086","License Issued","10/21/2021 1:26:40 AM"
"3087","Vehicle Purchase","6/6/2023 6:26:40 AM"
"3088","Insurance Activated","10/17/2021 7:26:40 PM"
"3089","Fine Issued","11/30/2017 2:26:40 PM"
"3090","Payment Attempted","8/7/2017 10:26:40 AM"
"3091","Accident Logged","5/4/2024 5:26:40 AM"
"3092","Investigation Opened","4/9/2018 5:26:40 AM"
"3093","Court Hearing","8/16/2020 3:26:40 PM"
"3094","Resolution Closed","8/8/2024 10:26:40 PM"
"3095","Citizen Birth","4/25/2021 10:26:40 PM"
"3096","NIDA Issued","10/21/2020 3:26:40 PM"
"3097","License Issued","9/1/2021 1:26:40 PM"
"3098","Vehicle Purchase","2/25/2023 7:26:40 AM"
"3099","Insurance Activated","7/17/2019 9:26:40 AM"
"3100","Fine Issued","12/26/2022 1:26:40 PM"
"3101","Payment Attempted","10/7/2023 5:26:40 AM"
"3102","Accident Logged","2/11/2026 4:26:40 PM"
"3103","Investigation Opened","2/10/2018 7:26:40 AM"
"3104","Court Hearing","10/16/2020 1:26:40 PM"
"3105","Resolution Closed","7/13/2024 7:26:40 PM"
"3106","Citizen Birth","9/26/2022 5:26:40 AM"
"3107","NIDA Issued","2/27/2019 11:26:40 PM"
"3108","License Issued","1/5/2017 7:26:40 AM"
"3109","Vehicle Purchase","1/25/2019 8:26:40 AM"
"3110","Insurance Activated","10/8/2022 5:26:40 PM"
"3111","Fine Issued","7/1/2021 9:26:40 PM"
"3112","Payment Attempted","6/18/2023 7:26:40 PM"
"3113","Accident Logged","8/13/2016 3:26:40 PM"
"3114","Investigation Opened","4/21/2018 9:26:40 PM"
"3115","Court Hearing","9/11/2018 11:26:40 PM"
"3116","Resolution Closed","10/7/2017 11:26:40 AM"
"3117","Citizen Birth","3/30/2022 7:26:40 AM"
"3118","NIDA Issued","12/31/2019 7:26:40 AM"
"3119","License Issued","7/3/2025 5:26:40 AM"
"3120","Vehicle Purchase","5/7/2023 8:26:40 PM"
"3121","Insurance Activated","12/27/2024 11:26:40 PM"
"3122","Fine Issued","2/3/2024 10:26:40 AM"
"3123","Payment Attempted","2/28/2026 11:26:40 PM"
"3124","Accident Logged","6/12/2026 7:26:40 AM"
"3125","Investigation Opened","11/2/2017 1:26:40 AM"
"3126","Court Hearing","4/7/2023 4:26:40 PM"
"3127","Resolution Closed","7/19/2020 3:26:40 PM"
"3128","Citizen Birth","4/25/2023 1:26:40 PM"
"3129","NIDA Issued","1/20/2018 9:26:40 PM"
"3130","License Issued","8/12/2019 6:26:40 AM"
"3131","Vehicle Purchase","2/19/2024 6:26:40 AM"
"3132","Insurance Activated","3/15/2026 1:26:40 PM"
"3133","Fine Issued","8/14/2019 9:26:40 PM"
"3134","Payment Attempted","3/15/2019 4:26:40 PM"
"3135","Accident Logged","1/12/2019 11:26:40 AM"
"3136","Investigation Opened","2/22/2017 6:26:40 PM"
"3137","Court Hearing","9/11/2019 12:26:40 PM"
"3138","Resolution Closed","8/27/2021 5:26:40 AM"
"3139","Citizen Birth","3/31/2024 12:26:40 AM"
"3140","NIDA Issued","2/6/2021 7:26:40 PM"
"3141","License Issued","5/15/2019 3:26:40 PM"
"3142","Vehicle Purchase","5/14/2020 9:26:40 PM"
"3143","Insurance Activated","10/25/2025 4:26:40 AM"
"3144","Fine Issued","8/30/2023 3:26:40 PM"
"3145","Payment Attempted","1/31/2019 12:26:40 PM"
"3146","Accident Logged","5/20/2024 5:26:40 PM"
"3147","Investigation Opened","1/21/2022 4:26:40 AM"
"3148","Court Hearing","9/3/2023 7:26:40 AM"
"3149","Resolution Closed","2/11/2023 10:26:40 PM"
"3150","Citizen Birth","12/7/2023 7:26:40 PM"
"3151","NIDA Issued","10/14/2019 12:26:40 AM"
"3152","License Issued","3/24/2023 9:26:40 AM"
"3153","Vehicle Purchase","12/21/2022 3:26:40 PM"
"3154","Insurance Activated","6/1/2026 3:26:40 PM"
"3155","Fine Issued","4/22/2024 4:26:40 AM"
"3156","Payment Attempted","10/16/2020 9:26:40 PM"
"3157","Accident Logged","5/16/2017 6:26:40 AM"
"3158","Investigation Opened","7/16/2022 9:26:40 PM"
"3159","Court Hearing","11/3/2021 7:26:40 PM"
"3160","Resolution Closed","4/2/2019 8:26:40 PM"
"3161","Citizen Birth","6/23/2024 8:26:40 AM"
"3162","NIDA Issued","4/17/2017 11:26:40 AM"
"3163","License Issued","10/20/2019 1:26:40 AM"
"3164","Vehicle Purchase","12/16/2024 9:26:40 PM"
"3165","Insurance Activated","11/28/2020 10:26:40 PM"
"3166","Fine Issued","9/5/2018 2:26:40 PM"
"3167","Payment Attempted","8/4/2025 8:26:40 AM"
"3168","Accident Logged","6/20/2017 11:26:40 PM"
"3169","Investigation Opened","6/7/2022 5:26:40 PM"
"3170","Court Hearing","3/21/2025 12:26:40 AM"
"3171","Resolution Closed","11/4/2024 8:26:40 PM"
"3172","Citizen Birth","8/3/2021 7:26:40 PM"
"3173","NIDA Issued","10/12/2023 3:26:40 PM"
"3174","License Issued","4/16/2019 12:26:40 AM"
"3175","Vehicle Purchase","7/8/2018 2:26:40 PM"
"3176","Insurance Activated","7/23/2020 1:26:40 PM"
"3177","Fine Issued","5/23/2019 3:26:40 PM"
"3178","Payment Attempted","3/2/2023 5:26:40 PM"
"3179","Accident Logged","5/26/2022 10:26:40 PM"
"3180","Investigation Opened","6/20/2023 7:26:40 AM"
